uuid;customer_id;country;salary
1893badc85f379e6c58e3ad9fa8a73e1c338fc53ae4c76b1127bbf3ae25c80fe;4975;Mortgage;196
f48c76c993cc34fb50803e7d2b089b8891ad4c9414879c2003c32c56b0bf14be;5122;Personal area;25
0358bda1504772867b5789e891a11c4dfd09d8ebd2253d57b43c86c41474b470;338;Consumer loan;10
583fabcd993b48cb2fc3c54a9340dd6ebf3a49c34cc8c1f5615ee843a5a40c17;8452;Credit card;148
5a415b4d4de40ffcb152aa699649fce2813934196d6f79efc3b3724d895b72b4;3348;Credit card;110
9797624a9568c7634e699562ffe4b37913074c64f191fa34714c5047f15d6cca;9459;Deposit;148
80cf896201f832cfabe4ecd089af4d586bb85b75970c0404ae5e79d4b2756133;9318;Life insurance;3
e145645bad63b45e1c03e8920da8764e85230bbcfea3f189e236bb05103e7d53;3180;Deposit;125
a7fbc0dee9c60d56860bc94abdd62a23581e0cd378a9fd5f3069e79e72b1e4d5;7396;Consumer loan;106
91c2ffdb8109511e9e616820253e12da0a1b377684e4487b181ad5819cb5d2d8;3610;Personal area;34
4547707d43e42f4b264a6e16af5866359e405fb572338b72427f911c8991a1f1;3369;Mortgage;135
1d3e39c07802ff235bb62ba06b91c05c1548df4194ccdd766a041b5ad9b4840b;3045;Consumer loan;86
4496e0a0720259198ad271a7a6fabac13767ec81aec8a70c63f39e8906335da5;9676;Credit card;178
afb5328785c64f3dff5eaa8d8d199e15557668c2965f7c66247afd49fc534863;4281;Credit card;104
7f60a80f255c8a5589e0365bf988bc883b151862c365a6b69ca90a2fa31d7162;5226;Life insurance;41
9854759e17b472f579dc07fba335b536f7362b352b8a343dffc4f70c294fac6f;7413;Credit card;115
cb3662584ac34628fc78f4bc1c478f3832de1372b73353ba1b1ccb146f932733;69;Consumer loan;112
b0acba753268797e6df3f219ba1917f8dfaa5da33189d092a53536a4d51e1005;5956;Credit card;137
ef44dd74f9d85b8c572fea4db76b995efd4f5620025a41fb1f4b93b573d7ee26;4623;Mortgage;14
4adb65b10a08c51ca7b647bafa7d4b5e01dc8597961074d16115453264e31dc9;9575;Credit card;47
7997b2d7a1d9d937c260c76e1ddfdf0e7fffb863cdac13d9d88b015a78c73d81;9855;Consumer loan;63
70599e238537e475f3f86f3b0a3eb2fe8feb77e982e3d4be65eac7eb77f7ad2c;6721;Consumer loan;80
abbc6676ee81e9eb46427b4901fe5a95e8a6f1e612689f3a4da798be254b66d4;567;Life insurance;126
7bdf04ed0e2758e28d8794968ed38375889be9f1077c10b13f129ddb2faa551d;6014;Deposit;21
2feab3eed0815003b9a195d9ece9c57bbe9b0a89f6f366f56672892732a40c2d;9637;Mortgage;181
8600b22d35c7faea9a870da8f7693bcb3bef1cd2e3ad483055cdd0c5f5dba84d;4447;Personal area;167
2162483f467e532b6e2fad8a3a69dcc3a2dc0e632f9bfb44bb5c5016403177f2;2144;Consumer loan;163
c18585c2edd17c02c0fe4dd76e80bff76b3c968872e588fde1caccf5d3278e7b;2088;Deposit;22
088549e624c96a20e82879fc9e5049d042959e9c2de944b754334496e4d4a197;5095;Mortgage;178
6bada4799ef6fceffcb8c36629204fcb2da10f478d00424124b1c64685cff604;4782;Life insurance;169
815e7889a84bc00bad835cf853f472e901e50e073d52965885084943161cf011;2621;Credit card;184
83d13f85c886dee154d16f080eb6f753685e9b66ba58f44cfd5d9d0e141ddf74;7410;Deposit;109
e1f346716d42c9389fe87decdf91b7a6f01093534572ed035afac61061f97f46;648;Personal area;147
09570c2150f358019701954fc3c210b30d30d28e0532fb4799cb31c9c5bc1f21;300;Personal area;128
cc13c277b12dab379b386a18425ef8cd16eaf14bfb9cff1cf42817202693bf7e;3656;Mortgage;178
72d5c3a680538e79c2ba285269eb643685eca31e2acb3f85d8fdc4e157525a00;786;Deposit;34
d097083ebe7a45b8036dda7614b979db7d53bd88e5c05f03c98d7432ab5f70d1;8470;Deposit;84
aac2292e7d002375ba83335fb3f188041e75e5f1e83dd6776c8fe75de3156c95;6718;Mortgage;102
844f09a40ea86d083420151bbfded48ae08a450c860fa52c8004051a346928d1;9592;Credit card;93
5a7d902644270bbcac067bf5bf0eb8fdc0f072038aac7aba9f05158026970b26;286;Investment products;68
8fe1d9d99bc3befa0743e1904a1b13da8e4227f7be1c3a695be19a5836aa5631;977;Credit card;32
fc31e39f075bffc3c851e10879f2511b4f5113ce7b9320c482869758c1193dc2;1525;Investment products;135
c398b1171e0b62efa6b23bb7f910dc0ad11d5de1c2f71df3021996cc03e1a8f8;8066;Investment products;98
ded6f586cfa609e48fc40822f54adc20191b99fbd826cfd13958829489e64163;8395;Investment products;30
5bd2c87aff9a2eff544355130d2dbe4aef9fde1da6bccfa1715a9201c7e6bba7;2264;Personal area;28
08e289a1a3d6b55ef082513bdee05f318aaded2a0fd2411b5eee8d27ab436c23;9044;Deposit;177
8feef8314f507bfd6d3729edd84524a673f8fa30b170d54e413b101fc036802d;5943;Personal area;170
d29323d13955bc14a23db07d01e29f8daf392fcfd71fc4c2e5ad0ed4c7617f1e;7485;Consumer loan;139
b8aaf7b80c580849c4e4da765c2376bb9aa0e5071bd3b0ae64ddaaed50c361a3;6301;Mortgage;112
ac907b667a3b3962089941d88be7be8d6b473cdd5ce0f4c5fbae0b7ffc6f89aa;9035;Credit card;117
6eb4b48a6ffcd22337bf938b17ab31fb781fc7f10f167880501ad1e07ce945b6;1384;Consumer loan;102
898ddb47ba165a057a6cf8807924b3dce3f8caf1f21a09713dc8d3faf601cebe;985;Personal area;148
5216e3ddb78ee9b373207d39e0338f9fbc5bd090bd826622c524b2bd05341da1;7954;Consumer loan;144
be291e0966adb067308cff3b8d362b8e454dbe2877496e18055b789e5e060b7c;6297;Personal area;117
fef461ff48e6fa76b2dbc14129f23218f46769487d1061194ad872d2958047e7;3405;Investment products;173
6d7f2b677af80320caa2ced14d1236a71fe209ab8f3726fd4e7c1491aebe16e8;9147;Investment products;153
27610d07a16d725206e6c3ae48845199c807ef0ef6bf0092f3ccc0c35e5df308;7496;Deposit;137
86d549b526157b26dddfecd6ab8dcc31e8bb032017b5e8f8354ac21f5de51c78;6551;Mortgage;50
621f4ef0cb799f7a4d66d856caca36169200fcdba78fed42481f5a7efea8c022;1885;Deposit;15
aa67b2eefd73e726428bc429a09e1a31038b490618fa9fa8f60a6c8bc9ffce6b;4471;Credit card;150
dcb00b9f2b8af58291b2d8a173c3849072cc1ec1540bc3c14aa6a4bbdaf55935;1736;Deposit;13
35d0f65999d257e776c108c669566ceae777d1e7e0b8f60aeff0d39a6401f3c0;3527;Deposit;132
466c362228894b8f45d225456c086c89d2b50fb496b4bb4175d114b2b1eb4d6f;4350;Life insurance;189
a18e0fbcb464a6802afbbb19e769cc89a7e9ceb8ffa217536ba70f85f47bb3f6;6380;Credit card;113
ede031289ab2ec840bf13615d24db994be8c2a384508f5eedb9c2be9e40b69be;7637;Personal area;135
23d1636f056eabf912b62c96b128a400e2edf122837e2dbc82c56260e443eda1;1191;Life insurance;171
61f081443b94829861b351c10427b305005df6b935f7e955428b52567c8f8656;3403;Life insurance;89
f3ae40d7cb37cbc5c9978416d014120df84ddece7956089333b728f5b971b13a;7241;Consumer loan;44
cbb242956887537e5f92532a9fc7949908d83a9b53895e100daad13268272928;1240;Consumer loan;85
b5495422ed01ceb163d3bda8221c34a9165fd8bca3c97525447c824832262c58;2873;Personal area;158
20df8bb0fbc8dd292365d557b2bd4453baeda2b673bb240f2ec5160b7fe1054c;5348;Mortgage;58
02d8234fe9c7154ab4cb65c2e366d0cabc05c3516b43b8d61559584cc8305560;6445;Credit card;193
222f69f293b1a906ec4568423bce82aa1c5e644beae82f83c68ab7b89e1f143e;845;Credit card;29
7c5786c40bfdf627b92dc01f15ceb25a83fcb648bebcccfe82f7ae9fa79a52e0;734;Personal area;64
d6e6e058a900f4a5e4c0413e140702f56e64c9cd92c669eb4a52c96a57d3a5c3;233;Credit card;71
cabe3bd70f5f9c65a4e2eacfb227fb5931fc536da132a20efa00c26f6434edc8;2730;Life insurance;67
c5bc8fbd4f5a551e9eecd12bfbc1d4909259ae4d56b47676edaf671d6540feb9;7226;Personal area;152
ec1457f824c502b9ca410fddf24a45d0ae21ce0ee486faa17db7d319dd41e399;6871;Credit card;160
1f27982cf94585f46924230a9999f5ed23303344ee1e8b14c627fde7c7bd1e92;3228;Personal area;13
b3bcf08e3b33a667207a0b01b7a22bc504d5232b9abacea767ee2bfb67f83f41;7519;Mortgage;91
c16c15297215e7865b8c1293c5c1cb5171f0ec513742f07168b373794bf99b2f;1219;Deposit;4
ae6b843c2a7cac323cf3e1c06332e9b746a5021f8492ab9597b0ddfad0918b0b;6218;Life insurance;86
73d6b67ec3c432c84b3a901d4a80a005f41b41e45618fa786a15e5b22b1c5da9;8376;Life insurance;21
6f5e8cc8801eda752fb804a1928ea79c3842ed689dc8c5e817d8f8885ebdcbd3;2264;Credit card;176
7f7d1685880da049db4610bd000a911987a80021b64a9cdf8b26c18cade2fe47;9801;Deposit;132
04b99cc5d8ef028d3a23d8f3a7d57511ced4a0d0805eb3766a5f048a443b847a;4283;Deposit;141
24254fea558dafbd9a71665d8c7b890b1c4501b17ab844aa136001070dbeea44;7406;Personal area;183
b17de72a4dbed6dcd15c2379efe6a32f0c0cc2b7cbd10b3b3a26c82495390a27;2341;Deposit;46
800be0ac76460a8ec3f145204dd607ec5fa804bfc8cabd103ec67fe6fb4e4bf2;2768;Personal area;126
88eef97431e35332ee5a5d73bae926e1ae716f0ed40ab83ecb32ecdb6dd16ab8;342;Investment products;43
8831425f00a845491ee89b8344373f3edca6f65db98cdea6b56c895b3a576141;1219;Life insurance;166
cdb4d4e52534925f5a5d42252a8cf4a584a007ae7eb9f3ae1d8bac63e672deb4;6896;Consumer loan;127
b94495eb1a3d707e2fd140fbdddcdc3baba814ea6b94daf3e9acfa5a9c90224a;8856;Deposit;29
863fd2414cadf23141c42281d15d409e0464a9e7f905829be756b92005614b5c;6011;Personal area;177
7c43c11354e1973d2b7af187df78ff4459b35a4b9f4d73e8c627ad5ac0f57ba2;2754;Deposit;13
c016f7a53a9e6616d20979a40fb09a02b2bac1a65c8fe538c0c78bb285986ed6;5979;Deposit;25
71c64d5369799e939e5e63eb9b5ac51dfd3f7d6b1dfae81c6ae774f0a350697f;3905;Personal area;143
794bf1be111c2ea995f48c21e3ac49f7a1bd270a8b5b78f55970851d5ec2a5cd;3320;Deposit;164
07b9c6b7d02f8c0c75f597e7fea98e6069ffb3fda2ae33725208a6ca3df00f0d;7977;Credit card;171
141fdb70d5c53122e40af4c8ec50496c627debe2c01c240788c2250a704ed217;640;Consumer loan;31
d1e7778c40aaa2af8d4652c77aa7f4e3650d45233fee40a9a6040101022a3cf5;314;Deposit;176
bf87f82d523533039b31aa2aed9e6dbe69c3705c35c7d012a794d423c992167b;6664;Consumer loan;10
9e7c7a4395db21da41b7185794dc99764def84cfa5e86bf153cdbe98ca5f8159;1837;Life insurance;165
3ddd2272bea76f1e5e727dae2fe3b3df2b3ac18aefeee6be56f424abe27f2be5;941;Credit card;16
65c91f56e00bcc67e01708255f8fc14e096a27ab3b1fc9aba578539045fdffc6;2367;Credit card;90
761eab39503f9629d7951837aecc233bd82f35f0b0119132eea3c24a9d347e32;9747;Deposit;1
d37c4d93f73f4850c45d466271ae83c0f197db7a8dbab1ec91dd812df0f8557b;9680;Life insurance;26
ff141a4d858342f93b8ead9e38ba8230236e0ede64b5562b0ea32efd6b0dd65e;332;Personal area;187
84b1cda1e62676a2c28e3d2b976ec23ae0e9f0f35742574335406d7bb4ee5dac;6937;Life insurance;16
6e8a5eba49ede81bdbcde31b513b905aee4fa50b00529b0737ac0c72bdaf69f9;8528;Deposit;144
99817967f5195ee926d2bf45aff34294838260f617379d0102eb2a4cc7965bb3;9473;Investment products;98
37d6204b8d349a4799faf5550dee4a1e053af85a1da5d60c9f29381ea428a9d9;1761;Credit card;187
9f8ca58c6079a65f72c4b12d8db68dfbf5d35286fa25a3076cfecc3dc15d2eca;2527;Personal area;127
f2c3b778da05f9aaeaf9c9ed01baf0f77c2b6081561204de889a1a831b55dead;7981;Life insurance;169
81c19e5db288cdab0a5325d683cb74ee36bde237ef717ffdf0524cef2c0d4242;9032;Credit card;121
fb15c7312843b7e50f825ecdafea1641dacad8543884875f9588aca13c2b5c98;8653;Credit card;160
c077a75958a7795aeb29b0df92051e35f6b8e7750268dfafdf7197a0b5b88568;8028;Life insurance;66
dcd17e1e80861e149df3bbbbb28fc0658330d8251789264815bcfe636c617dc5;8752;Personal area;65
bdb918a7c2137e076b9227c4eae35deb96e5538bc3d59c460f58746244866b16;9075;Deposit;37
4a8b4c1c36f6d498946669113e4dc92af97ea7d8e712e196e799f5c37c3326f2;1428;Credit card;151
fbb2a277862a0759268eb24fc5648eb775bde2843646e8ca5f05236677d61eaf;2660;Credit card;25
9c19cc0490ceb8573de2b8f69651864cb3c4fb3d67e42de55e20cc9b44add55a;2094;Investment products;15
a49540abbab981bc01ba4120808cbeaabc4f899c3b2b6c8c6bec8dc07b7ba408;8870;Credit card;180
476e9e3d6010ee0b0efcb8ed8415873c310911a47964e6eebc7ffb972f33b943;8538;Credit card;120
4f2d77f44aa328ef7d6270fa016deb6a783de6772e1db2734e1857fc30e667f0;9075;Mortgage;27
d043718b3ba6815cec0c82d8b59858eaf7ed10eaf789c3259c1ad68e25d92358;6902;Investment products;56
aa2f667359f67438e5de228236f05a196bc88da4aec9cec774dda141ee13ac03;5927;Deposit;184
99ae2b7fa68ad2c4ea1b59043782fec02c6ea4ed63b57c32086f57f4bdfc7a1c;414;Life insurance;49
81b3159caf1be90ceb439a1ebe52916dfe307dc069be3d0e9e8d7640b644a129;9843;Credit card;25
89542951c243bc09945418accdd962d28c9a8e030b1c52bfb9bb4dfe8fdc0614;4432;Credit card;64
df29619d4de27c599db5db49b9ae729bc0321260e667a5cef802e68ec52d4cf4;1394;Credit card;160
2aba69a74865d8df6bf13aae1c2f86fb5e6d485cb2de2825c6aa8c81cc9759ef;4650;Credit card;102
cd1b67e34cd93818e1fb69fa8c5d7669bc763cebf636de5c95843c4a56ffc2f0;4399;Credit card;188
75a54b1035fc3d2976de370dc8191375b181aca4107ed8002ca559ec504e7956;1060;Consumer loan;86
b0337fcad34bdd8745cb72947c756b68e366477006a748e97c1a78b37750065c;569;Consumer loan;168
b0e2d47f96b660e682679f18e62cab272600801fb7ffcf0b21d2191ad38642d8;2041;Investment products;77
b0d6e55bbdbd032b7659cc1f5297dc6ba034aca1f6e79374e388f327478627a6;444;Consumer loan;129
e499cd9adcfae5a11fc892246f731551df2f92141389278f094dcec7a0e6d8e1;640;Mortgage;39
eab46374aa37fd4de1220e39dfec179cbefa80a8e0c5d92120e9c1c16cbaee48;8182;Consumer loan;150
8428d9fdf7edc4d75ba8cc7bf958597e8eee199037fc1a9fcc47da4a581bce4d;5292;Life insurance;127
ff0aa53d671dcce729ce25e83038f88d448c9d05a14689cb97cc881243e412a6;3947;Credit card;155
4cc6a366faf979d7d691e1715ec8a6528a68e6bdf86479c1e4e920cba18568a2;8312;Consumer loan;121
8596cd54fc080e42e6931abfcc3bc40327d34a84a9b2d1167df701e0b5f52155;7547;Consumer loan;96
6a69e0e73397ee5ecb42afdd69a0b023b6a0a08e22d4b4bf73bd343b3bf4f361;9816;Life insurance;147
85cd5b5dc25bc8a582ad34e31b005ce0558c71dcbd0ca3a3eab7434f801bf6f0;2905;Personal area;39
c92e0d9104fe103818d265b6742f6b46bb5c8f9e5797b3accd74219513d02e57;9631;Mortgage;106
059bf2f11ca7dade5bca1eb702086cb7e256cc609b3de3f693e1e4843f3beb8f;2942;Mortgage;28
10eb05ffee1ab5ab91747bf5f77a02f9f6cdec2e4ccfa9907e57c0e867ee22a2;7950;Credit card;74
10ca3b18762a9f06663260e8bf3303c2314261d2d50016761ec5b9ed0bfe9d3c;9389;Investment products;20
c5533f72bc59ab922ce714363a79ed1131b5d8a9c137b5f69cefae3a0c4fc24c;9345;Investment products;118
870676557f789e1404ad20d74d5a8b149a3116fd025e4b2742dc8f97bfaf2286;8561;Consumer loan;184
ca7b242446767dbb8425bebf1366f509ee7f0e300a67a7c6ceebae9963150251;4127;Personal area;1
6ab41a8d4bfd399f1ee25814b5332eb78665a4451f56bd38d6a6b912c8314cf0;2448;Investment products;63
80fa828de28efc24d53feae67cd94b30c10fed5fcf422d047786b7135932017e;8153;Investment products;8
8c488556abe4e807316e5008afdb6fe1faed457880fa2c943d94bf7df993e74b;1359;Life insurance;12
6881d11fd1bcf3998105a82b94490fb44578eae8eea7072030e9e5e6104c6e75;3929;Mortgage;30
1200f13791b6b3689128fac03626f58c35d91cf80fde783a6b2ef96fb6a25158;5196;Investment products;125
f25686bda3636e2ef011ded9f0fbcce154e0fee3f4d18498f5f10fa357bd263b;5769;Investment products;32
fe90e80341a1e723f6714e0abd4c755038b933b6b6f6fa852aff53f197a28545;4519;Credit card;41
c4af554cf63a0c29db1fce7251e0c9c2c8758c3b58801e4eb2b1058a88d33b5f;1300;Life insurance;124
4818ef47136d404f7057bedc67975c03f853cee4aed5ef0d71d69a4824a2c7cd;7603;Credit card;162
793c9f546f85efb9690f0da6dc0a9674b4e0eb627e0d3c65b0b5167eb4ce9752;8185;Life insurance;4
858bd1202f99a0abfe8e6cc0f5e11291dac1be3a677cf5596eaee257bc85b2f4;613;Personal area;49
1d4f795daca9843437278f1bed12234679c8202bd93e02a808c124ef98f23a16;3339;Investment products;50
38738f5bb42f2068a2120a80e39162fbc9172d626b6693e75e50b062523101a0;8171;Consumer loan;90
7729833d36fc29aab4ee17a63b7101b8fda60acc16bc9444353b7a4416e2d878;6501;Personal area;152
02138b964299ec7da28bab52523b8c236db8c1bc0a5dc65bafa55e71248443cf;7882;Consumer loan;132
fe487a8f87a63ddaffeb109a2a883c51179935104c0cd8e29a3d4921bb4de984;5112;Mortgage;70
8769ff75da04f579d2351152783375b78044b7dd56a21cfc1909c650d0cebbee;6534;Personal area;24
75da5a6f7276836d9bb5b12f2a87274bcda583a1a90c1a016d1839f9be27782d;7461;Mortgage;42
bd7fc68fb70e3efed4e1031ad4c380bde9072ad9760674b1154c17630981b7bc;2301;Investment products;16
9ad6b4aaff4263a8020203e656f3af704e860c824b3e9cf339ff0ade4f57e9c9;9022;Consumer loan;27
4160a302afa1b14e7fc93730b69ca564656e1ee736ae35d60a907d7859c29bc7;8267;Investment products;122
1f8bc7204963a42a0ef1c4f9345cc86722b21adb06e8ab3012050ffe532c547f;288;Investment products;41
7480a6859849b811e060a9969f093687741e8b13fd3dc7705372ec98587817bd;129;Consumer loan;196
1443b7f9602be222fc610e4d6352fbe0821908566b755f401f5306c93e9c4120;6632;Personal area;159
f781ff7c62ecd2ad0aa82305c918d241c6dd5151d1a203ec430535716e24df4c;4066;Deposit;142
d38643a2b4f72e5b63399f3d333436af74520e6ff936653299097a52ed6a4397;8662;Consumer loan;66
e33eac0b5ff05ea9b9744e691ea15425ea44b051a52427f1d609282a456c3e1a;9789;Life insurance;189
cbdd6ff0a5896e06e84c2632cfa9b86d1ab6f60d761ec50cb3011d6f25677d28;1417;Consumer loan;96
06a13f8dd498d4020eb5b05525af722d9f5791cafbbff775ace93254fb0183c2;4700;Personal area;7
877eacf3e5e18fc0c72461904cc16e1962f7ed720e22a6cbec71985bc99bc006;1780;Mortgage;63
e72e7456c6cf2f1da54be832f6492b527626c16c941f584a738455a2023304c3;85;Consumer loan;166
9abdc81fbef1841c600965d3351523733a2c91f0365a0a90ac80f95c2ffd2a4d;4976;Deposit;63
956850b2ec34849ee29fc295efe21ba01ac5c49acb5afa4381c0911c7f3ad63d;5462;Investment products;119
ee23f51bf9b1b640c955a780935a0512dfa5f8c0338f5a188aca8290364834d2;4323;Consumer loan;19
ed754d4b9652406d8eadd0ff8c347cf202f283474fe73d28399a15b07f1a80ad;3424;Deposit;108
fb7816458b011552f4b414278bb3b54ad6a1583787719e88d859d5318db1f7fe;7183;Credit card;105
a8631ba585d439caec1db4834a2da5f25c157184eb023cee2fa614bc0ae9fdc3;6827;Life insurance;52
d226449f7ecd6da7884a8a8dcf1ef5b32daed093374f59972e550f01233f06ea;4230;Deposit;93
2d11c4ed3ce7e98e263fdace38e099f66fe9c88203a6d199239f95cb03458fd6;579;Investment products;118
1f35e6f7dcf67220c056c12c2b82034d2cfcd8e11f21e5dae024816d03164b14;667;Mortgage;80
33a43d0a3019381732455ced52aadddf94dba8333c2f2a6480b4e7d3aa73b230;7397;Deposit;17
762fa8c388da52b0c8f23b0843709466b7ee8adf1070c641f0c7da5fe1c580bf;3386;Deposit;188
09a64ca9b93c88181b9f210a86128fd1614f1d41e7a2bd43473a59d189171127;6263;Deposit;188
913a4bd1d63b032bce5b5cd8048ad470ba84b9f9914b0daf664e404545ec31ac;5718;Credit card;125
70c27aeb6a805658a161a9fbbe0d250a948391eb61f5e388106a484ac57e626a;9638;Consumer loan;68
8665b2ed364d9e13f181a35a291400640a5260113934c30f2bba115ab7466008;138;Consumer loan;119
0efea5573f8c1f2be27b7bcd4d1352cd383d999228bca806947acc3f1ad71fb1;9367;Investment products;160
51472b84863540cf97091e23f831242504227f056392c04a0217a86107ec229b;1204;Deposit;122
57f36dfc6fef971b7126d8e1102df0e5062f308f2a01de9b07fb52b683b1e722;2937;Credit card;182
47dc4c083af35bb21fc6a704d9df6c5a6e9477369b922042e97856cf41299648;7990;Credit card;198
899a782335b186df7a0e7e2447cfd1089c8ab5562751801aa1237c050075ffb0;7569;Life insurance;140
c2dd4eb681e7eb0d5007123f2d58a19d8bc49db857fbaa97172805099fb63595;7503;Life insurance;169
03e50bd00b31e576fc54c88997caad9e53ff8b2b3d14cfdb7f7f00c7ef18b97f;8764;Personal area;193
fb78e621e555b38dd0df698fb3466b0151303df8bcf1fec73ceaca64585699a3;1295;Deposit;179
4ccbce442cf7d1d264c67b68f828b74ba0984f30ee320eccf5ea56c74bc7ee7d;2246;Personal area;199
851881c6250b21131fa54ecedfcd2f577c465c3903660b49cc205cc33251d44e;7270;Personal area;9
385a1fc286907b0f1f066648d76a927779c31474a1f2f2a76a4a9ac823f5f449;7976;Investment products;133
5b2aa40bca2af2e7386758ab62e0172674dd7a925359ac93e0f86f8635b36b44;8712;Life insurance;56
2ad7d9d29791e6f1e81fb1ad4298738b5085d63854c7ef96e11bb214fa410f90;4649;Credit card;84
7eb02816273271a98e245a3316ad16722d268ae9b1aed4a1c6c5a98a37475f62;5120;Consumer loan;168
98f94f28e3ccd0b4129ebb9118c6db12fcd04304fa8e7fb1905d881e7707ccd5;4999;Credit card;66
d79c4a561ee54f71c18a082ffd2bff52c0eeb83f722df56a64ccb17629c85ecc;2551;Personal area;120
ae3bab25ef0de90b82f5454a7c253751504c131ab548803eac3129f263e4d700;7447;Deposit;113
5469d512acf6b0ff7e5084ded3a01c1ebfa92db6c48caea65ee0ea15764eea8d;8849;Investment products;35
2bcfb447cdfa33bb2006a76453ec3e473a7050cc018f66eb5f6e25843fa47a7c;5955;Personal area;59
e885bfea967e0f66552eed29c70d70dee97388e383a5776350fbe508a4c5ca6a;6959;Consumer loan;69
5a681bbfd5a412e89b1bd2f74150d3615139821d68440f40cfb7cf22ea702453;1997;Consumer loan;18
4572101af2d4da9e5de333ed345758ac31337c6d128ba01a5e73a48c7f992a71;1590;Deposit;7
cdbf254fbc0b08eb4574e8d0e3fcc06c450b4194578bc7cd0cbf17a9ae330143;4208;Deposit;193
f89b1348caf99f67cc482e36df7775844369034c73b7946b5918d351776cc909;8178;Mortgage;101
7e8b8b72b9e2a4392c35b6ecb077dcfa3998650afa50499d5962ffa6c56262df;1468;Life insurance;91
41db5a57af6237ac20aa172ecc586766d19ab3decae22f3db4fa1a6e87a46a3c;5650;Life insurance;55
8ba1160866b284440f2f2cb5f8a8627fcd9db24b42333cef3ce1debaf28e6789;3747;Deposit;75
bb17251a882844914d8bc8d908aad9466fc466333b103a4a59a5cf53546fd1c6;3112;Investment products;182
974c5c8ca8423b5b40b4e26fd49437aa0d9889950e24014985ff04d4cc680ad0;473;Personal area;155
a386f56a3648725d6cbd916110c6d6093e55d408ed97df0a10d99252330080b0;4565;Consumer loan;31
90d3782cd6e9b224261aea444620ae5fbd41947bb2390156a576eaec91d7af25;8316;Mortgage;2
0c02caef90483249677a4f3366fbf2629329f87b82c86db57e6d8e5958afa456;2255;Mortgage;112
fe21fa4a5f9caf016d5fb8ecec13798c8f1953c4cb41392b9d80bb7eca476950;825;Investment products;77
f9d83c345af885f78f2921ee698dd8b4f9601fe2935c5e482902afa62eec20bb;3217;Deposit;16
19677aea79b8538e86a5e3e57e50e728ba96311102607eb2fcdc10f335e3e6d5;8499;Deposit;192
f63823798b2295e9a48e784a014b7bfee3647f073d733c7aa8b99ee24d5a7dfb;2980;Deposit;101
8b484f373a98da0b3e40b7330c86e56df599ddddca10ea745103bac61a0b81da;5056;Mortgage;49
74b77f7a65f0400f8b0a56f86392c7e36e17d36643161293dee0f74f10205a65;1829;Investment products;73
3440ac3718a6cf5089f68172c744eba9c255de46c89bb91ee6bfb1d7d6f680dc;1330;Consumer loan;69
5ef4f0b02f38ef356a7a88541384d9842f08fc91c6b1a6462034248ec67e30dc;2939;Life insurance;177
0e9e64a982cda2332ff770e825687b12256d73e013ab6ee929985199b2fbbb44;9914;Consumer loan;135
