uuid;customer_id;type;summ;created_date
9d3415ab02d63a1dbbaa596d7d3852b35abba0681b270fffb2cbb8c0cfb8daa5;7641;Health;819063;2000-04-25
fd0a030a878a2efcc5e75c02e538f22c211195586df548e5ebacea7e6ed968d2;6516;Property;360619;2022-05-25
e903c780b12d2690da118ab690f82d9dabb0b651bdbdbf0d0a97a36efab60e64;4306;Automotive;647926;2017-08-02
4fd4c6a2e603a270bc2aa213be8200c27e21a3754412b0e01b7d9a79625045de;4140;Life;723373;2023-10-10
4300d57e4cb52149f8a6520d5c19398e591f976ca69085f58acd7d726d35e1ca;1698;Health;263901;2023-04-09
a2584a6db22138734c1de23e17fc1d7218b3278a7b56eacca4a92e8a46248f6a;6434;Health;65219;2023-09-07
2c8d4de520729ff8707de59e3a009f9a18080fae588d0eb813b19ee548537c74;4126;Life;66911;2011-03-28
d6e5ac83c4518f53581f0436064192f95d97e5fb1f9a2db154cffbc72f400f36;7907;Automotive;928491;2015-02-12
bf3f3563277f8aa4aa0002e899e4762c7a1eacbf9be220289026195be07f3496;8304;Property;938464;2010-10-09
f06ebf3c94c841ad7bab3ddeabbb605c223cece2a25eb66392da82fbc9ecb6a3;781;Health;740865;2001-11-01
750fa0b5814bdc43fc8cd582b0db9705776e55688d5b9b19a1b81c7b0d17f869;3065;Life;70841;2012-04-18
4c0fc3db0876e23828bab9f1a259230aeef7d58f26ebe5e4fd03af9029d7075f;5210;Automotive;410333;2003-05-16
e57aa49816c41204e3beb7bdd1cfd0dd4e65953fbe2f9a73908d2fccc8df081a;231;Life;144559;2001-09-28
215eefa93f3ffa9a5678d2040312a0f12750b1c497b63882c3224a23150545d7;5666;Health;902601;2014-04-25
08a9d91d210cb1504f8c2c0b948e4411cea53a330987084ddd7a21943415799a;8030;Automotive;693396;2005-01-09
8d4c11b1243c97f5070149d06aeeae26b5f83e197b9670efbe3e8ad20fede12d;3858;Life;322007;2006-03-20
664739266b5f16f7001ab41558616909c76324419a8ad6deb269b352dee43bcc;9393;Health;87766;2022-06-24
4cc42a829137fe1babc04605e7c8f62e433da8fdfb8a5d901dc42fda6be0c838;3203;Life;339946;2022-04-11
7953cdc5aae9f8671f7d1e12cb9e6b1d2a9fbd5fff1069e48003699449285a19;8699;Life;932560;2003-06-25
7cd65c8973e9f28c5255672170161d22828f19d3e2de1e4b19daecbdeb02d099;4431;Health;671676;2011-01-15
fabdbb1ab73c36755a87eb067e76a905edb7f89d9f4251460444db5c91167461;7716;Automotive;563844;2014-09-07
2d18d05f1ecd267b71c39fa6be763e03b0042d37f8fd804265b20076742d9a49;3811;Health;956262;2013-11-12
baf7049cb2a5a9fddf650c7405073c17fc4bc2fb238a06b3e6d0918c848e6967;5292;Property;942705;2012-09-16
f6bf0387aa732cdf66a85222706d7c4e05d594171d4153f6783fff77649b6508;2439;Automotive;434543;2004-12-04
45a682b137e6ae53a99ecbaf56653b4bb9d7249486522434e7442e984dbc7924;457;Health;281414;2011-07-03
31de0e38decb89f99d15d2650153e044e3392b2c276fd9577a8fe64dc2bc2e10;2307;Property;788638;2009-03-07
2da961f5dd1d6f9997a60b49d058641b26c9186e82a7e550a52fc71f4ca0bce2;3926;Health;523449;2017-10-13
1b5ff963df9711af5af0e602dd3f9b6c86a2ac2683c3546a14c9dbd478f0d146;8361;Automotive;669650;2013-06-09
bf8b02352ca95b22a87ef7c9daa93b365b04d16a4e0bf31ace964546645cefaa;739;Property;406951;2020-12-15
74bf31af49240a4f9c04d28a6be4aeb26d7cf1f6ec00ed817900b14f44b40489;8301;Health;881520;2015-02-27
a56827328a29c48591141a36a541f9a0c032accc6118e312916394051ebf1c6b;6093;Health;283372;2021-10-27
bdaaf16b2f25dce7b729f7f48aecafbd87fe1556a22bd68b50ed8f4caefe331e;401;Life;195273;2002-12-10
480b54c4a287e09e29098a28ff12e128608ab817bdc29ea355c5c4d63d9dbb22;2491;Property;61587;2012-01-27
23112818ccddc219899add13269cc09c14d5573b55b4d9d89d0fc5dcd0d6babb;6387;Automotive;198577;2016-11-16
305f10feead98d7ef642fd2164c81e57cee9737d235b010482ce118896cc8337;9356;Property;693287;2018-07-13
917cb34f27f1063640bbfa75c79161ee50945d91fb1537d39465e5c085b6eb99;1266;Automotive;812198;2007-07-10
80588375eef0e69bdcd4f0882250ed9517bd2036a25a21a31c1162dc2da9261b;3363;Property;296236;2009-02-12
9ff5249f19b3cd35b1a73c1d7e34a5a00578439569a0f0c7a91d49f2ce5af155;8123;Life;35414;2022-04-06
6bc65e00e96913f4f2a928b8ffd502bb1dfd9ee4e767b0800969834bae1443f7;3409;Life;817106;2022-01-25
94c5efc4e34a0140d5c0e1a6e0e72df360428c884fa8004c49fee877f0254ade;5475;Property;477628;2022-08-18
302c941365ccdcd9f20fc5a6bf41aca435d079b215d1eea03c7211922113fc73;2595;Health;612253;2005-09-08
1f90e9b736c8194838db46d3ab23e5293a399ba97b8680667ce31437facc80e2;9346;Life;537637;2001-06-21
e3971358167d201b9e5fc17a16fb63f0d97b7b15077b3de379fdbe8d3236fca0;5621;Property;830058;2019-12-16
906660e0f17006514c670821b370e5863bf76e2f04d17c88a8b0f2e064d82c9a;6104;Automotive;431710;2015-09-16
4d83fcb3f37bf5b353a21bdcc66ca4b81695429768965682a4d000365e748498;3181;Health;781772;2019-07-15
c786715dc0e22d517d5102d74371bd5bd2e11dcd2e3ea8387ca5915c1b4bb4cf;8997;Health;453305;2011-10-03
7d9fad69ca6d724f0118012c3a80c17560b1be3279ddde806e5ccb7cfa0743d0;7141;Automotive;852864;2002-01-14
b31229c4260f62ee27a8e573b0a1a63b4be08c1541c2962f598e7dba7eb70729;9143;Health;539257;2005-11-18
e9eb82b22dd0d126e44a01417cea1d5b0fec0be85b00b4b4213bad6b9b05c384;2616;Property;523004;2014-03-25
468e3afdc754a860738550a11d9a7be6ef08856dc3320cd6b611ef5e452bcd80;8594;Property;945822;2004-12-12
70f28aef5fcbb629d8491829c45b01fc6636af9c580f54d8594fd6ebfb9f10a4;3745;Automotive;866983;2000-06-11
e7866a1260a136485658bd845fc7a523a816bb1e79555a522db0858673bc00a9;9208;Life;401217;2022-06-07
4e7739de7d21738341b42e67057bf573e64e0e336f2b7b037b9cd7ae02a92168;7430;Property;522665;2019-12-01
5ac9c999d76b6ddc376ca683f290b5d0703dec0976159019bdd6a1d04eb46bb7;2043;Property;209408;2011-02-25
1bfd4407ad037371820eef92dfe2f96ed62293009f6f0109140d84b3a6d8bd95;2552;Property;992274;2008-07-16
bab4bcb12abadb443836969fbf11c6c27ed129aca49066927bda742ea4bd5370;5603;Life;32117;2010-01-25
06ab4661762ffee2fb7ca0a710df5f2671d338ce99d81904d2d5803964ac1c79;2654;Property;538224;2017-10-02
be256519ba5b16723b3a3a21f0d4a7f41c17230d657d296f3a83c27428c3bcd2;2669;Automotive;460105;2021-02-23
a310beb794f3e44fd42701be55c0f4e4fc5cd229c8dcc7266e51316869b10b27;9015;Automotive;818907;2007-12-01
af937368dd6bb7dd98fda616f83223371f3f72bfee6ebeb57f516b1e864ceaf4;6076;Property;311156;2003-02-11
da791567a480f40cf6ded9a84191765a482f131e08811da0637d6f705640a06a;7975;Health;938034;2010-03-16
4cebf3728ba599f6af0d37ca90469489c7d6a31774139b425adee319ba66aa78;7787;Property;791374;2009-01-23
ee6d0a347d5713cff9efb2b2fb8c3599baa9555e86726e660b1defea33f2a734;3727;Life;745349;2000-09-12
54098540b312cac70ca1303dc66969c8dc4dd1d75f1a89209e955c92f6250ecb;8912;Health;19200;2006-08-20
d3f86908f11e35e751f1404c0bc04c350a1f4064a32af922d8da6c1767aa5cc3;2214;Life;917094;2008-11-13
2f4141d99e90b6131501bd9ea79f2a2ee110f5590f92e87018e4628b37b967e0;6899;Health;755460;2022-12-18
84a6bc89b541e1bcea51c076c5a0a4d2cacf67ca30932dd9d998cec2cb1e2cb4;1429;Property;706544;2018-02-04
7eae58df02beeae0219488633ecc96828017c13982aa17c278a9ef45294606f0;8060;Health;566724;2001-10-26
b153a44165ebb34224e945996f8145030bc54686037e4cb93d808ca1f8bcf182;8675;Automotive;931014;2001-06-15
651d4d7a19d803f936f5a2d890b0bf01bea57d003f2bd6c2ed67ee125eb93eb9;5981;Life;673008;2008-04-12
2d98eb54c0b6150458b3556a4676203f678bba2c299203d2787577e4b84beba9;6981;Property;136357;2003-09-23
355ee4cef776d88b14c775c6ff85491dfb006d33858a86abb105a16a592b6b64;6241;Automotive;874188;2008-06-23
46d120dbca6108fe3585463587f2f60cac35770aeda0edb8379843100062107e;7720;Life;20658;2002-10-28
0c154fd1071f17d8b9c91dbedae853eff700efddd8a7b273dc3fe0a960d013d0;4422;Health;439057;2015-11-06
b8e64a97318fc00b60e1ffebbf6bb8795183bb3631bdc762891d4a4d8feb7e81;9700;Automotive;245280;2017-09-03
b30399f5172dd31e3fb9165edfee1b35264517f199fb467f165a4b029617dd27;2792;Health;271555;2009-12-10
664e99b207e9cb26c7e8c4f6a486715ebe9a754507f9da950233094862e06cce;6612;Automotive;260576;2009-12-16
4c6769361c85406ee9b0c07ac88c27ff98572535c4dca390646531195a2709cc;5106;Life;829096;2005-06-26
21ece2821dcba003edef7b4cf63d4297281121dd14a6218b0c4c8fceba7014be;3797;Health;276187;2010-02-02
d9aa1c32e33f453a7c8068b3933df1dc4317476b60a132db12e4c74aac300102;4352;Automotive;128752;2023-03-14
99d6df1bf38d1c77c31c59362023c98019a31606964502cab7199ee17f4fd368;244;Property;669833;2011-02-22
083ae3409ab02e933ba70bc91512ebdffad4275ea9bd9833a52c1e96df1cdeb6;4431;Health;871185;2011-09-15
f153d5c6102c5a3cc2123f16f4ff2c8953cb71aa04620d835bd7f56e55991f43;6227;Property;612959;2005-10-01
74de58c7184e0dff42c1bd22b4b9e546e1df499457ff98eb46d817430d49eb3a;1613;Health;257772;2006-03-26
76860de3201216d9bd03bcf693dd6d56a82bca7098980cffc7e09445665b0152;9726;Automotive;794535;2014-09-11
12c219f3de94f538bd9218c73a9130ba09905b3b296f3b71e6ccdbcfe3ba127c;7995;Automotive;217949;2000-10-09
9913c05ee97de7cb6bcc1f4451cbf37db6cba7a4850a0bcf2ad3a447dfc8a5e0;5753;Automotive;662855;2007-08-02
a088a1c294db68dbb93a8f12af39ca375f5b1cc3c9f4150978f57a1e160f353b;9640;Health;840832;2015-05-21
22c0e5abf3c1ec87a9d41dab51c0edeba9b98a15c45e0fa9398b555757b12493;6876;Health;101114;2023-01-27
60200c076796a7118f1313140bf710e3dd735cad0cdce105e235221889d454d4;1958;Health;925530;2005-11-23
649731246488ef0dd0188e6f83af36defd0118e82427a8c9e2cb7cf6f6740bd0;7461;Life;606692;2006-07-14
1ee5094dadf20c93d4863a2d0ca9ab36432a29490f4d10e898e71142a76755e3;2001;Automotive;341750;2005-01-13
e134b7cb7d62969969b987f2bb5c754405ac03ae59b8871ca1aaab7d828ff36e;5918;Health;981646;2006-02-23
7b0a9f561c451a3ee8659aaab7637b8ba4e363b94dc99b33bb06c8be1a7c6a45;3010;Life;290748;2005-10-04
419758cb0586fa152c3d32589aa0bd28499fc126ee4d161c5ce56301331f6fd7;6482;Health;538976;2021-06-15
0e1e508ec0f058a6a23943d064f41c6fa5b3de0ff829c22060ffebcd8cffcd15;5063;Life;266906;2010-09-26
154040e5ce6fbce7211bfa24d1136ea2415898221b9022f4422ee148c41f1c90;1573;Property;63584;2005-06-03
9bd82543551a47f8cf8835b8be0768ae061728e967592d14728c1d8ea28f3a4e;4634;Property;287573;2012-03-19
e85a5be9766dc566e04bc7cbde1e3e41e7a3f7e15e8fc8a10d5e6034d77b1c57;3207;Automotive;895597;2006-08-22
00ed74c419115ae86ea2bb272b2444ad542f1fb4a348cbe2ff0075a28ecb704b;6491;Automotive;244727;2012-07-18
e16140dcb09fb9b15dd174e88c4a2b8c6d0e2080f958edaf38361e0a87523799;4605;Health;437061;2004-01-13
141429c2b8e2ac23c5956508604262c4eea7c0942313d1ef4e29a53a70343496;3265;Property;67272;2023-09-09
ddcbc0ca444dcc3fa8c9fad798e064daf4a492f0f1ff96bc68d50bb86e49b439;499;Health;92205;2006-09-27
1b6311a9a781104cffcd98bcc6e37ec09c08aa7592ad17bc26ae7e11c987cda8;8943;Property;476701;2011-03-18
1674a6e8dcc5d407f4a67a82bf84137333ff4c3f2f2f5104ba258d2f22ae3ce1;7874;Property;573966;2007-03-19
c3176b22a040006c406bc791540c2826b891ee97ac0315fedbb994dec18e3687;6319;Life;350193;2018-10-02
2ba1183c498397ea6b33d684e172c5c9ed673d832cde11242cbc6a3f9ae04207;2093;Life;662080;2003-05-22
e5c1d33fd949c7db22b981a3a22e206e02de4da069ca4c7705e6a9e3afd83dbb;542;Life;580860;2012-01-20
fba6c6838ec1a960d982ab11bac52cdb16d5f3145137ecfd69799cc017942bc5;7336;Health;717052;2022-10-24
06bf0175b84895a5710ecd2f90d78415dc7722ba3c79faf1248100dbec234cd5;2471;Automotive;772610;2001-09-11
eeee4f212a9163d8d5329e9b145000941c7584548d61436d9989e7729f503d0b;5125;Life;219865;2017-04-08
b5d935d3585a98eeea93dab80c7966cc0f1db08f5b3a35d7954c939576b24c22;8267;Life;511735;2004-11-26
fff5b6cd7645721a3514ede9c1f326e08a7167c205ceb3140d72fde3ab11c06d;8826;Automotive;376031;2021-03-05
a902fbec59b58513eba20dc11c822ebf290a536e2b2b2bb8412d09c995e883b4;844;Life;775509;2002-01-17
21ee07f61858b103971185f47288b2c4f2246f9435d4a82de4e4be13756bc86a;2214;Property;414749;2017-11-23
994659d312d2b648b64c26caa0e44a5b8acf92a62478debabe21a57029aa8985;7134;Automotive;572909;2003-06-10
19f1540b131b02da9b6a3e1ee8bbfc8754438c24e6dec9f6e9b3c6b631d29dbf;7127;Health;775050;2017-10-15
d105083cbd58795a3509b871be8ca58547a6169b4410f3bcd3c0ae1ca4770ab7;9913;Automotive;744128;2005-05-06
b7075e7b3c2f4e2508b7e1dde01514f30ebede9667520c416388a79ba8f612ad;1008;Health;808421;2010-06-05
2b82392a3f485480a9967c57a4f051415eeb9a443da5f4d4b6c59fd0002a2e38;348;Automotive;15006;2000-12-26
b294feaf57c8447083d39fc440d02bf41863a71e4634a7e4da55aac54820c67e;5529;Health;111801;2017-06-27
c416fefcadad77f2ecc04043dde38742a37a7dac4dd209515ac4a5e88fd23127;8451;Property;122083;2014-06-11
492832bbdfccb24a0e2402cf67ce6e0ec4645a2f211ed37e5fe16cd709f35925;5286;Life;750235;2004-03-26
05d870b7752d08580a227aa69ca3f3e3ec0c5b9205e504cb5f2e9ad71a7ad9f9;1235;Life;862601;2017-08-11
5a8e1760e02a66e338ccb50e96467f537e562f5e7e035a48d16ede0f73d0546c;5432;Property;545768;2010-01-27
7baad492cc541d49d39436590765e607ba5e8cc15a425b53560169f9c73918cc;3228;Health;295476;2006-10-07
666a9d77a3cf7d336f3ea07a8a9e1e8c01154eab974e7ac8c07ce15488a1e53c;543;Automotive;435501;2000-12-09
3dbb6b0c8ade6ee26a5936cfb04198246066934ce5c70a7ec5b3fe13658ca214;1834;Health;926913;2017-01-27
a61ea28617118b57290d94dc9ec5c2a00793326219e699a8b566a785f1e9e450;3272;Automotive;715128;2010-04-16
84a04dff5e1b4154153c87a1509aede361f4049e4988000bfe5f38b8f6537ef4;7298;Property;925392;2006-07-02
5c1668d5c5eca4c5d3d1491e4ca90e462bfc105fe218145997eabb61698e4482;993;Automotive;771809;2019-12-20
82fa49c56b3a58481316c792dff4926e66291dec72b7d214a795924bebc79b1d;1524;Property;771457;2023-02-26
e1c97a9f59565ac26dea1663f2bc717afcfabdedf9016cf28a2c2afbcc7321a4;3947;Health;73073;2006-05-26
4e0feac18ed4e4684e6f470589e300a86d3e5fb5016d15a31d89be53eb450814;3391;Automotive;861908;2015-04-16
8b8d966fae44f55fe25745ffcdd0f2338dd209ad499b23f6f5c81bc8efabaff0;5571;Property;865108;2000-08-16
0c22645779990a0757d8fa67769850c1b8cf0644f72e00ccfa3cab23230af719;932;Automotive;214977;2016-12-23
d18d060c2ef08b9e250b656e4d29a1ee005b7ea3609ac1146e81ac8f3049a931;504;Automotive;218403;2016-11-19
8b16e174043060925827d5608705acc679ad86ad849df2725dc0a21f09764666;556;Property;487713;2016-08-01
9d6fa493bb787f87aeca084cb54cb0fbcdde898c66c00714d19f6a3bcb69f2a0;2370;Property;924751;2023-08-18
b43ae9b46ab29f724054aee4356658326096dae28fae38a12cf5ead270f35127;740;Property;444413;2022-05-16
2d0a0e2d815b203bfdf09e56e3f0866035b69264a6fb73baaadb7b2ebc978e23;6073;Automotive;366090;2021-01-21
96a59a0d9323b3cf58637b94743b5e8624bc052e98906a56f7d60595b70a070e;3571;Property;917339;2005-09-25
871cdbeb0e40bdf05ad9653086c6f2b391fe4107cfbd4b9f07d948b613effdf4;9950;Health;718213;2018-06-12
c2ca2976dac77ba21583c94e7a882e214d4173f9f6b3cf4e9a1765dac1219c25;1390;Automotive;697789;2019-12-28
19d95667278be7b4f1db496201206da0eea6ddb5be9ce0ed824b538beaa32efb;6378;Life;126556;2006-10-13
7136433bdc699a070a8bbd7a848ab0ecfbf6cee9fd8220084436a6dfe88f046e;196;Health;268099;2006-05-23
ad0a5d98c1e5ba5226bb04771c36beadf5e759f2441339fb1d5f3c82e7702f61;3604;Health;863113;2021-06-18
665e81da75a72562e88f601c26c395dcf2a3c46aea7fbf135276d95ef13aeb1d;3453;Automotive;876168;2017-06-22
8736885ee4d07cc18e414ee58be5d6283b4529b233e055f1ae4ea0379629cfa7;7526;Automotive;274603;2019-01-23
efaf8aee88b18c24d3f7c3bce2b40572facf95ec65bd2f6a400d94f780426d80;2561;Automotive;442351;2018-02-15
a491aaaa05b2ec719eb4ceaa66997f01e6c6d9c91f1d82df13f0c2dac16f73bb;5288;Life;143912;2007-08-03
a07748232fbdd6e841b4d4f883e7a57a2bcc82d79475c6a630094716568116b0;4472;Health;721822;2021-03-22
716245f303bb63dff77c077469b9976be79178a082e5286b8e270a403d9de3ce;1750;Life;297159;2003-08-24
88b3f9122d1d49438367db819d019a015611ecaec50a19db4b41d1996cd8dfc7;9065;Life;576845;2002-10-05
13bbb1b9e389668ddb46f13efb2ba5f6df07aadc35f9965a3f68cf6e855b3ff1;4038;Life;414103;2007-10-01
3103440649b3dfdbeabd32d45c79602cde8786d8ede8b72338306edcdb0a5391;3151;Property;767362;2002-08-05
1ebb83ebcf3c71e298866016f742fb2e50dae9b55809c97af74b1b3233257c50;1197;Life;142873;2005-02-28
a90602689ebca14103e3fdd5d6954afb5b58f7fbce5d25310b056aca8f4a387c;7127;Property;626115;2018-08-03
dbc2f0fe3c52f30d54a458743b3f819c11600de5e6f54cb173a913c45f65935e;4504;Property;735275;2017-11-22
8b5c3c1df322321d1692fdc96557fe4a35566f17137b7ac95dfb30cd728bc875;7594;Property;264879;2018-01-11
c983770eea8c5e2b0b0e36e2c721c4e83ab2d221fbed3af982e1773ca116c8b3;6874;Property;593971;2023-01-14
07584459ddd5bc836639403661c8c9c572ea443ae5b02c2bbccf5543075ea4f2;2243;Health;155225;2015-05-24
9704f6eaea3fd957cb13015193b5b435fde8873b93793d9c2b0b7c372a91ffe3;9980;Property;644900;2015-02-25
47d3e5c31d385473798b684b43950e3149e6af7f98b136d9a0b343f1d0010cc3;8520;Property;658034;2011-07-05
a760d282efebc5cd065a33a39e0b7c15914b80d3ef972f871014014b5d5e3c23;6037;Property;239871;2007-01-17
1fc0c07a0a3ed7e83fe860fdcbbec85844dfbfb36c50927344101fca2566d3e7;2039;Health;614514;2018-03-11
aebc5074e3d4fea14a562ab542d200d2b67db43e5c4ee995f14b3c3177e7e6ce;5630;Health;920965;2001-01-22
ddbf47c6aee8904879b19bdd6839cb87e8b75c9427b95d1fc216ede1bb14bde6;9891;Life;516821;2012-08-21
39f8271c00a47036db219ff604fff8e943ffa919e955beae58979de021369a7f;4099;Health;11726;2015-05-25
55fc7372db14ff064c40b7d3376e26f352e92958643357fcd2509a2643547cc3;7247;Life;351033;2013-06-27
876cefa2189c7cb8c4276acaf33434d8c9817488f093084396f5c216a7f15a12;4648;Health;990125;2012-05-24
9306561cf6ca1874bb1cfccf6ad9bec45b65d0b3c8a07c21e4fce7fba61acd48;332;Health;606477;2020-12-18
bd8dc56ce73120ac4292a19ce751d8a8de0e5f15bb3557f1fedb6ac4199140ff;6919;Property;148553;2023-06-23
beea9c32a6e119e7873a1eb5974837db325be8dfdd8e444797628780f23a0a08;2779;Life;54511;2001-04-12
6246e89374ab6f55d6bdbb79b0cd1019378516539f700770a15718afc7cf14ef;9528;Automotive;687836;2015-02-08
87d852ffb3a0c90dc7a074e985efbec773c666fd7d4077487d00dded06180d2b;1060;Health;719030;2018-12-07
8020ff225a3f2e51e0df43b3dabb9e290e658223f0e3aaab26fc1f9597c3aff8;8647;Life;476628;2013-02-20
b4150e72b8780f4875cf120c75ba648b5fd43bcd06b5b3e278cacd148277782b;6129;Property;297825;2005-08-21
3cb4234d5638779e04f0ab670772c1f7a7b4aa8506fb98300822b3c9661e7968;6992;Life;911123;2001-04-14
1b95015aee2415b671d19576831045bbead5b1acaee03bd8a15783cc8cae9ad3;2262;Health;754208;2020-11-11
890cef2f3d76e8827d44f7c0dd48fb973466b5f108fa33e7dd7828baae16253b;3795;Automotive;186997;2015-10-25
14cfa601a19b5f7995ecd5a0e1bb7379797a8f80bca9fec73e5837841293dca5;6272;Automotive;681491;2020-10-12
42e7682fecf113627f33b5db3f3f1ccec126e30ffe30baac94e1616ee96bd44f;8170;Life;22519;2013-02-03
17260105c48f95f631ce16fd2043f413310f114e15788ea70626cf8c9c446a7a;4609;Life;213422;2012-10-23
03bf4cd628caa3f7b7d9f42c485e0fcf7edc29221387ff1061f1b72d26982313;4728;Automotive;473448;2022-05-01
a6c64592916489711a943d31cda31a7f42eb93a9712afc73fa7cf7fbd32c9f61;4737;Automotive;221380;2008-12-03
4f2fb3db0baa9a222ba65ddbf9263ada09c1f787784dff294b75d7f167401b16;9584;Property;769540;2013-01-21
6899e440a4d74a6ef3d55149a3e1e2f188bc0e246f1a1e899978407f75cc0644;4055;Automotive;542158;2004-09-28
382f07d29e441290b11df330da987d9a74627d92637ee85075f791d1e1a3c58d;8371;Automotive;156611;2017-12-23
910661b96811e08da99b2313df85bcf2a51352f729a46205577236d8eab237e3;5976;Life;776307;2008-02-17
8a15c732be9bb783c2b29b77170d0fa1c5c11d40a3025c5af2371d22ebbd4e64;4875;Property;78298;2009-10-23
988d9c091a08c4bffc62f8542d0d274118db8dd09e1a244e236eb2779d3acd09;6250;Health;484500;2020-04-08
99cc01463c47c095f0fef973c69213d7ac4a0982d014a4b7fdce73f2f0cc133d;2770;Automotive;285859;2006-05-04
50ede94fae1c041f33a3fd682327a5892e05ba21bd394a36e0c91c96878f48f3;1290;Property;546546;2016-01-01
0b8805ab312410a44cc21218ce2d3b453315ecd58712faa28ea5ac79541cf683;1864;Life;970315;2008-02-23
277559d7bc451901ce469b3db870c292ee4fd55468df9a914ab30efe98b5e4bd;3611;Automotive;467992;2014-05-14
