uuid;customer_id;type;summ;is_correct;created_date
ae29b748e998501a556224403a0c58c9594121d22160660ecfee5d404eb87e96;330;Payment;549928;True;2022-05-11
e6d5ca4195c42ed75deab87618d3db29d09eefebd4448946bea5e8463729af7a;7879;Transfer;507137;False;2019-09-24
bab2e3aa25d316c727e96fad4aa9660a1928fd161e90299b787ed89c01c986af;1392;Payment;195105;True;2020-03-20
171218bb973441aba2ef1ad8cb20e37ef0c2dacfaf3103de9a85464cabc14c93;7631;Payment;90375;True;2023-11-11
37269dee41de9ccf54c653751e57dfac108303459260b9be349993b1185c997b;1829;Withdraw;968673;False;2017-06-10
39a97b5de9c22f95f859f069c18311680c66efbabf89ee7e4f437e56e8cb0415;3762;Transfer;687633;False;2005-01-17
d4eb1833da6c8da44338f364433ab5339914761857867660e3c85750d86f6f99;4892;Withdraw;79422;True;2005-09-17
8076f6d002bde678fe7fbe670aabac304ab6edcb87971e4cb3ccb6f1053bd9e1;702;Withdraw;238223;True;2013-03-24
522d14138b159ba390bc29f8ab9b039c371ce45a920c4d6258144f45910dac06;7205;Payment;922982;False;2020-07-26
233576bfc4384d906f5d30ef1379d1f0e006a05d32e64f88bb906673d55ec38e;2445;Payment;534573;True;2006-03-27
f81553420a6514aac8e70dda076902984c43b53b34a43364203c863260400d71;5878;Payment;434905;False;2013-06-23
b2ac89a7bdbea103576e294e157703646303a612e1e94fbdaf391fbf2985cc2c;4866;Transfer;572981;False;2005-10-25
a08efb84aa72d39685bb65a794a3867ddc6371d169abd195a9c71e2d15bd75c4;6436;Withdraw;202674;False;2018-05-19
ee42c0abc1f4ba4646eb16a6ffa3e01933a756fc007db5ed72d27fbeb32a4334;6469;Withdraw;795557;True;2018-11-13
2863e7f67885440f874c362710ed6e3ddc75b9ac52d3515932d5955604cddb2b;6327;Transfer;577796;True;2010-12-10
10eeb0419fe7167bcb362644e31751b75f8b32703f6a8b90f2e574a60fed2540;7363;Payment;234340;True;2015-07-23
69f4260aaedede80c968903f33d8695c0b1d44e7ed7daed5c2607ae1570811be;2107;Transfer;281485;False;2002-03-07
ded8063cd0919eb2783a5b3ff3bf4ef5a2bcddcffb8ff5eb3a2f469bdb5b9d81;8835;Payment;36630;False;2021-04-07
10ebde50829d5c14ce637e48a86e11339897fbdf1b7648b9c0654f794380199e;5407;Payment;460885;True;2016-01-23
d16979f3d88d28b7a5a0b04167663fb0d3fba15314183a9399c9a6273f95db28;3383;Withdraw;214533;False;2000-12-11
62a08f7f55b457c81029c0048ef9f0ef4bf82d1a64cfc6e420ce7ab1c70e355c;1498;Transfer;310003;False;2000-10-10
7fafeb991145828f758abd0b9458206499faacc6322e4925314e4b004a5ce46b;3557;Withdraw;381172;True;2007-10-24
31f725f1b7c061e6856b29e7f7b7a798665f61fa0863b47eac988efe5c9069bf;5896;Payment;648259;True;2009-11-27
8873d9811d0c60ab19770855dabf1f7bc0bea46b50a1107c6c0ad5916d21ccd0;7340;Transfer;462724;True;2013-09-25
09730471cabd952a512a3086f799aa6c00d20cd4bb1d9e45798309fdefd81fbf;6521;Withdraw;771220;False;2008-12-15
74e5cfc619136362b4d069e73220d158601a27081d647a7894d40e81f3c068fe;9804;Payment;310005;True;2012-06-09
38c30fcbf5cce0dd5bf2ca09b3f499c2467eecefb521f0b083336ec2268cde36;9938;Withdraw;682346;False;2021-04-22
6477231226bb746c047706b489e2e2c8e79eed50dd1f9b419c76af77722ac387;7601;Payment;233380;True;2023-07-11
3a9f04b83864c41a086637d26eefa6e37ee02cf8e089e781f4aaa79140d204dc;4668;Payment;346239;True;2022-04-17
73d21bf694a98fdce6eee063ec336938d5a25e7fe02b68f561649bfaf5f17c03;4101;Payment;80380;True;2013-04-24
4fa230f97722ab1684ad54dc6ab8c53d175cef471836881d5610161adde0f8f4;1132;Withdraw;422463;True;2014-12-10
7e0ebfa2e2ae35316d2cea922233dff7ae6a5287d2099a96761cebe256efdcfd;648;Payment;300066;False;2002-12-21
6acb829d02b4cc1b70f3fc64e6e7f8e2a541379586300481a4497c27f3c599aa;9055;Withdraw;57847;True;2017-01-01
2bd1c67029795184db09de1c2f7b076f9d1d31852097b68602639dc45a82c0e9;272;Withdraw;355313;True;2022-07-24
5102cd6b183e322712e51194aa65f707abd27e78d3659e4f5f26db91a4e11b30;9973;Transfer;889084;False;2002-07-21
3c9a25c274cbd84d836471b699dc42d47eab93135dfcd4b6a2ea5130be62d95e;4511;Payment;957844;False;2013-02-26
5d73011e74e0457ef4cef2aa5fdeef0bef2ef613ff3ba87aac82b29f6562faa0;6981;Transfer;951487;True;2001-10-20
2ccdadd210cc989598baae1d6cafe44f4ddd17cc03779f7d00796abfdb43a5d8;7691;Transfer;569527;False;2018-02-18
5e2e5f02f4f2c3f0d45b1bd7e0eadc84c4e260ec1dafc5563c2a74d35707275b;5654;Payment;603260;False;2017-09-22
39ce05b332d89e44fde329dff1b60d29174c740de89ca232058819eca858edba;3405;Transfer;57781;False;2004-09-15
da6e0362e232dd5ee46cde5395763179042d0105366ccb61a69526ec19a2cecc;368;Transfer;972489;False;2021-05-15
fee94ed81008aba29a6c7cd7d2ac2cf7ed7a9b058f8b7a699034525e0f44b82a;4669;Transfer;186592;False;2018-04-11
adf8d1d30cc8718580d11e829eb9d72fae9c29ea3efcf50f021d000533dd04c7;2805;Transfer;487005;False;2001-01-14
68eedbeda5de105ae1bc78f2e7663acd879d67f08ce8298b34a30b059e9cb8e1;5716;Withdraw;620183;False;2023-06-23
36be810d31005df8f65e0d6062aae643283c2e89042eda9b02d7ad83f01295dd;7554;Payment;405839;True;2008-07-12
7d6f1094ea5f0dc7c7dae2b3a6103433de8da82eb3f3a20b2d31104dafd5a21e;1338;Payment;612626;False;2017-08-03
b85a9674ef42e968164dd20cf380d088d2a36a9d94f253cbc6a57d2a9142c338;6310;Payment;975288;False;2001-05-20
534b36daaa54098eae2e2713c7dd1d997d3ce269dac42f6eb3b830fcf01770c2;5841;Transfer;685542;False;2018-12-16
754eecb724f17ecf5986a4dd8b13eca5add4ad8e9f5f06484c5d82605d08f206;8050;Transfer;532689;False;2023-02-08
9c29fdef7118d30e7867bbf1c45387db68384ad7a8f88997c75f6490237d408d;1576;Transfer;748353;True;2018-05-06
bf83eecf1b752f1ef741f9c1892e105566b5066e2b62f51b954cd65b97e3e8c3;7547;Payment;369250;True;2013-11-07
31f6d28ada2280448306e0d6f0d6944f47c7e5a1edd01d058165974adb78e440;7382;Transfer;251488;False;2012-10-22
db2046e660e16d515c76393b36d44880d0c189061378a787b2e633a0c602ee95;297;Payment;808269;False;2023-04-19
645fc1a5e55db2b6135d73a89634aa75e6db78ffb936cb043368b4817afde828;9298;Withdraw;426030;True;2004-07-24
2fce67a128f21f0cdcf8bd1ffded8fe6f12fd48302544ee3856e3556566f1567;4291;Withdraw;532336;True;2006-08-26
ff29c93e3fe169d423faec587bde791e81e1dfa2231730acf36a58a3dce96b50;3172;Withdraw;942511;True;2020-03-23
537b679de94dc4d652659d20399e06f53fbf4e729d5bd66cc39479f0811644af;4819;Payment;194049;True;2019-07-18
c102355c8f4173f567fd334bfc9d53531d2becac35e801ad853e57c506505410;3660;Withdraw;684153;True;2000-09-01
bc72e0ac878ee008297c412127d1a2bec7aeec257368b7436850ae5b49e8df89;7578;Transfer;252297;True;2019-01-24
e5da50dbc54eb2b535cb234c59ca3a38bf0f0367ec8fe700ed5e6723e2a49174;7474;Transfer;955601;True;2017-06-25
6d9081f9b4ef80ffc2250946efaca1d94658d7d5c5688038571508f18ddac5f2;6771;Transfer;276700;True;2013-02-20
a8ca2b4e5068746fde0a6dc01be778c50671bdf159492f7a75f21a5bf44fc7ee;957;Withdraw;892406;True;2008-04-15
7883231472803563c7a7c5d1dac62e76289c9d62005787d4bd23a638804970a0;8297;Payment;406945;True;2023-03-22
e258e007dfb14347ee388d15758c0ad07adbf4d34b53a85fb07bb5ba421f0575;8895;Transfer;257221;False;2007-10-15
e1f4a542ba174ffdb0ee58a584a7161ed2c1f985c627161feb89131216b29b92;9285;Payment;186663;False;2013-04-19
421d34459ecf698986a928a77be4e2190e77688044271af0ac9e13a8315aaa08;53;Withdraw;928512;False;2005-05-17
7b090f205215f44f203f599a9e56a6552b052e3570aa0d3e99810580c7bbae50;8332;Withdraw;566490;False;2004-04-19
db0e0c2efa60a76171e460da95398f31bf0cbd0d7658ba18dd9929ef9330f61f;5932;Withdraw;378726;False;2005-01-22
d99540ba7565e033d51b759af02f6b72bb0973d2487b59802d6292ebe36529ae;7611;Payment;98308;True;2002-07-18
482140cdeab8230fdfd58ad1b8fcecb92ab358dd10b6d80d6cfb9677e95672b4;4895;Transfer;879573;False;2012-07-14
4ba1e71ad3ddd0fc49cae47214f89d5cb592867d4e966a68c7a281a835fc9c2e;4120;Withdraw;791842;False;2011-01-07
2d0439846bc8666399767cc612d8267db5b73e665d54656210fbb373384e68a0;3376;Withdraw;13395;False;2005-10-22
c398648e611f0b7474a5d8a614490d99f58f3ed2e0a27dd96d32e1b2a4240fa8;6710;Withdraw;667724;False;2003-06-13
d79ee1b0e63734af1776550d5f599ee99cf9bf116fd97471a325df1a3a010468;2325;Transfer;552728;False;2001-08-18
11a0366754230384ec69c9008ec11e7edefe2ed63ab4de343420896523446730;3557;Withdraw;970978;True;2023-08-23
bf84b0fe6ae66b5576bb4659b651948f2c8c031a835007a6f4b26a19fd57581e;8217;Withdraw;177160;False;2023-01-12
43b3008fef5b3c1b608d574d7d9fb194bf3c7db596dbbde8d5cf9d0fbf91a1b0;4450;Transfer;871649;True;2023-02-13
647c065b285985cfdf8e04c77cfdf5daab00b25a6352ee487b5fe2e4f1990c08;8069;Withdraw;403291;False;2002-08-25
5ed0c45b1f0bca617b65c56475d9fae477e0df47668666e9e0668eddcf468622;8699;Transfer;845147;True;2008-01-11
5dcbcce583e5819a4b2fb5d2448db9320bc3d966ca301c1719f92dea95fe91a0;19;Withdraw;705788;True;2002-12-25
a2c2088a172cac21c81a392f19f42c2e0b069969d09c90547fa6ea87b93f29c9;1444;Withdraw;142856;True;2019-04-11
25ff58dc9a6892cedad3adfa9539ddcb59e33dd12c10c8352434a30caee62b3b;1731;Withdraw;62851;False;2019-08-17
5ced4e3f3912b22ea421d78a89d9ca25775866f88bf8c3f16aa5abe9f33a91ec;7667;Payment;747445;False;2015-04-26
081fc40491f7a00b2de0583a020a4c8ea8bf40e4cfc872c1708d666e27dba1c1;8333;Payment;62686;False;2018-02-07
ac4ac16ddcfb4a0d5d570ef49ba6c279b6ff615d93116a8e872f94bb38ed8c90;7285;Withdraw;976097;True;2016-03-26
a86c0cfc2268b44e838257a0d58723d5dc6957a739cf1f27fbef72199ac2a366;2152;Payment;929587;False;2014-11-09
2a8e52f50b99d45611f17d6dc4ef13b4823fb5d3b50f7d74957b30358a127fbe;755;Payment;828850;False;2012-05-24
1feac0be488f4a758150eca17be22414b42e3f3d2354af835baaa119c1e895d5;3625;Payment;539417;True;2019-07-06
cdf17ab92c8dbc25ca300d973e5ae298ebe6422d2816912c2f600fb90b4fd5df;1483;Transfer;387794;True;2012-12-11
ee3dcf45b7f2b67dc5b74578c1fc317d52f6663ad9673329fffbb4745bc63f14;9004;Withdraw;503978;False;2015-10-13
59efb16872d755b112f4870bf9e4998be19ad9505e0ce3503670180f2277ebc1;4860;Payment;574950;True;2010-03-21
8a5c3a913f260c54c71c8d50e146a90006a0376c32db3cff04998b80fe89d4db;6710;Payment;644194;False;2020-12-10
ea6d3a2836b42fb4828520f5023a0c23dbf96ab8572186d09f1564c687e40bae;6903;Transfer;34137;False;2010-01-26
8cc3886f3a8230ab1527661202ed227d57329ede0add18d1c8c98cdaf2bd344c;7719;Withdraw;944033;False;2009-06-21
d16eeaf76988882809cbbca5226ababf719dfb357dcff09297c33ff89768c4a1;7230;Transfer;789014;True;2006-02-12
4475d5a2b22d30115d31ba53b6c5792f3fc3b48eb672bc85cf38f62f37e13c2d;6642;Transfer;643313;False;2013-02-23
cbff85133475007f9511a6fca7d933f19a0692334ceba15f6f1ab6a2c0af8a8d;7528;Transfer;936331;False;2012-11-13
0297c9cb67f299a03dec37172b4478d0b196b3be76de2a82c2c1c700e7a54893;5632;Withdraw;475611;False;2019-07-11
7f2b0c19f4da9f1c9ee4fecfcc58220424617d19fc625063f5e54ca83f80beb9;1161;Transfer;383468;False;2005-12-19
f940840437cbe0ca40a3014d9b12725c82329faa7969288ba8d6abc41f88bf7c;1363;Withdraw;850024;True;2006-02-28
18fba9616caac425da82e462bec5540d9a5b09ee003bdf7df4e084819eeb7c69;642;Payment;746530;False;2002-01-02
c387b35c489d81467d8f94cc3a402523ed8103f5bdc31b767677621461f6781b;776;Transfer;968296;False;2021-07-23
313eabd3d36697fd7f131275f0f6e627125a04daa79edb83af125fd5e5ce4567;6090;Transfer;169812;False;2003-01-26
69e9bf7e65d282500b42f70332a1c0fea12cc40b6dd5957e969418c615d539eb;9863;Transfer;480181;True;2011-10-27
